word,code
lump,___lu_mp______
lunch,___lu_nch_____
lung,___lu_ng______
lurch,___lu_rch_____
lure,___lu_re______
lurk,___lu_rk______
lush,___lu_sh______
lust,___lu_st______
lute,___lu_te______
lye,___lye________
lymph,___ly_mph_____
lynch,___ly_nch_____
mad,___ma_d_______
made,___ma_de______
maid,___maid_______
mail,___mail_______
main,___main_______
make,___ma_ke______
makes,___ma_kes_____
male,___ma_le______
mall,___ma_ll______
malt,___ma_lt______
man,___ma_n_______
mane,___ma_ne______
manse,___ma_nse_____
map,___ma_p_______
mar,___ma_r_______
march,___ma_rch_____
mare,___ma_re______
mark,___ma_rk______
marsh,___ma_rsh_____
mart,___ma_rt______
mash,___ma_sh______
mask,___ma_sk______
mass,___ma_ss______
mast,___ma_st______
mat,___ma_t_______
match,___ma_tch_____
mate,___ma_te______
math,___ma_th______
mauve,___mauve______
maw,___maw________
max,___ma_x_______
may,___may________
maze,___ma_ze______
me,___me_________
mead,___mead_______
meal,___meal_______
mean,___mean_______
meant,___meant______
meat,___meat_______
meek,___meek_______
meet,___meet_______
meld,___me_ld______
melt,___me_lt______
men,___me_n_______
mend,___me_nd______
mere,___me_re______
merge,___me_rge_____
mesh,___me_sh______
mess,___me_ss______
met,___me_t_______
mew,___mew________
mice,___mi_ce______
mid,___mi_d_______
midst,___mi_dst_____
mig,___mi_g_______
might,___mi_ght_____
mike,___mi_ke______
mil,___mi_l_______
mild,___mi_ld______
mile,___mi_le______
milk,___mi_lk______
mill,___mi_ll______
mime,___mi_me______
mince,___mi_nce_____
mind,___mi_nd______
mine,___mi_ne______
mink,___mi_nk______
mint,___mi_nt______
mirth,___mi_rth_____
miss,___mi_ss______
mist,___mi_st______
mite,___mi_te______
mitt,___mi_tt______
mix,___mi_x_______
moan,___moan_______
mob,___mo_b_______
mock,___mo_ck______
mode,___mo_de______
moist,___moist______
mold,___mo_ld______
mole,___mo_le______
moll,___mo_ll______
mom,___mo_m_______
moo,___moo________
mood,___mood_______
moon,___moon_______
moose,___moose______
moot,___moot_______
mop,___mo_p_______
more,___mo_re______
mosk,___mo_sk______
moss,___mo_ss______
most,___mo_st______
moth,___mo_th______
mould,___mould______
mount,___mount______
mourn,___mourn______
mouse,___mouse______
mouth,___mouth______
move,___mo_ve______
mow,___mow________
much,___mu_ch______
muck,___mu_ck______
mud,___mu_d_______
muff,___mu_ff______
mug,___mu_g_______
mulch,___mu_lch_____
mule,___mu_le______
mum,___mu_m_______
munch,___mu_nch_____
muse,___mu_se______
mush,___mu_sh______
muss,___mu_ss______
must,___mu_st______
mute,___mu_te______
myth,___my_th______
nab,___na_b_______
nail,___nail_______
name,___na_me______
nap,___na_p_______
nape,___na_pe______
naught,___naught_____
naw,___naw________
nay,___nay________
near,___near_______
neat,___neat_______
neck,___ne_ck______
need,___need_______
needs,___needs______
nerve,___ne_rve_____
nest,___ne_st______
net,___ne_t_______
new,___new________
news,___news_______
newt,___newt_______
next,___ne_xt______
nice,___ni_ce______
niche,___ni_che_____
nick,___ni_ck______
nicks,___ni_cks_____
niece,___niece______
nigh,___ni_gh______
night,___ni_ght_____
nil,___ni_l_______
nine,___ni_ne______
ninth,___ni_nth_____
nip,___ni_p_______
nix,___ni_x_______
no,___no_________
nod,___no_d_______
node,___no_de______
noise,___noise______
non,___no_n_______
nonce,___no_nce_____
none,___no_ne______
nook,___nook_______
noon,___noon_______
noose,___noose______
nope,___no_pe______
nor,___no_r_______
norm,___no_rm______
north,___no_rth_____
nose,___no_se______
not,___no_t_______
notch,___no_tch_____
note,___no_te______
noun,___noun_______
now,___now________
nude,___nu_de______
nudge,___nu_dge_____
null,___nu_ll______
numb,___nu_mb______
nun,___nu_n_______
nurse,___nu_rse_____
nut,___nu_t_______
nymph,___ny_mph_____
oak,____oak_______
oath,____oath______
odd,____o_dd______
off,____o_ff______
oft,____o_ft______
oil,____oil_______
old,____o_ld______
ole,____o_le______
once,____o_nce_____
one,____o_ne______
oops,____oops______
ooze,____ooze______
orb,____o_rb______
ore,____o_re______
ouch,____ouch______
ought,____ought_____
ounce,____ounce_____
our,____our_______
oust,____oust______
out,____out_______
owl,____owl_______
own,____own_______
pace,___pa_ce______
pack,___pa_ck______
pact,___pa_ct______
pad,___pa_d_______
page,___pa_ge______
paid,___paid_______
pail,___pail_______
pain,___pain_______
paint,___paint______
pair,___pair_______
pal,___pa_l_______
pale,___pa_le______
pall,___pa_ll______
palm,___pa_lm______
pan,___pa_n_______
pane,___pa_ne______
pang,___pa_ng______
pant,___pa_nt______
pants,___pa_nts_____
pap,___pa_p_______
par,___pa_r_______
pare,___pa_re______
park,___pa_rk______
part,___pa_rt______
pass,___pa_ss______
past,___pa_st______
paste,___pa_ste_____
pat,___pa_t_______
patch,___pa_tch_____
pate,___pa_te______
path,___pa_th______
paunch,___paunch_____
pause,___pause______
pave,___pa_ve______
paw,___paw________
pawn,___pawn_______
pay,___pay________
pea,___pea________
peace,___peace______
peach,___peach______
peak,___peak_______
peal,___peal_______
pear,___pear_______
pearl,___pearl______
peat,___peat_______
peck,___pe_ck______
pee,___pee________
peel,___peel_______
peep,___peep_______
peer,___peer_______
peg,___pe_g_______
pelt,___pe_lt______
pen,___pe_n_______
per,___pe_r_______
perch,___pe_rch_____
perk,___pe_rk______
pert,___pe_rt______
pest,___pe_st______
pet,___pe_t_______
pew,___pew________
phage,__pha_ge______
phase,__pha_se______
phone,__pho_ne______
phrase,_phra_se______
pick,___pi_ck______
pie,___pie________
piece,___piece______
pier,___pier_______
pierce,___pierce_____
pig,___pi_g_______
pike,___pi_ke______
pile,___pi_le______
pill,___pi_ll______
pimp,___pi_mp______
pin,___pi_n_______
pinch,___pi_nch_____
pine,___pi_ne______
pink,___pi_nk______
pint,___pi_nt______
pip,___pi_p_______
pipe,___pi_pe______
piss,___pi_ss______
pit,___pi_t_______
pitch,___pi_tch_____
pith,___pi_th______
place,__pla_ce______
plaid,__plaid_______
plain,__plain_______
plan,__pla_n_______
plane,__pla_ne______
plank,__pla_nk______
plant,__pla_nt______
plate,__pla_te______
play,__play________
plea,__plea________
plead,__plead_______
please,__please______
pleat,__pleat_______
pledge,__ple_dge_____
plight,__pli_ght_____
plod,__plo_d_______
plot,__plo_t_______
plough,__plough______
plow,__plow________
pluck,__plu_ck______
plug,__plu_g_______
plum,__plu_m_______
plumb,__plu_mb______
plume,__plu_me______
plump,__plu_mp______
plunge,__plu_nge_____
plus,__plu_s_______
plush,__plu_sh______
poach,___poach______
pod,___po_d_______
point,___point______
poise,___poise______
poke,___po_ke______
pole,___po_le______
poll,___po_ll______
pomp,___po_mp______
pond,___po_nd______
pons,___po_ns______
pool,___pool_______
poor,___poor_______
pop,___po_p_______
pope,___po_pe______
porch,___po_rch_____
pore,___po_re______
pork,___po_rk______
port,___po_rt______
pose,___po_se______
posh,___po_sh______
post,___po_st______
pot,___po_t_______
pouch,___pouch______
pound,___pound______
pour,___pour_______
pout,___pout_______
praise,__praise______
pram,__pra_m_______
prank,__pra_nk______
pray,__pray________
preach,__preach______
prep,__pre_p_______
press,__pre_ss______
prey,__prey________
price,__pri_ce______
prick,__pri_ck______
pride,__pri_de______
priest,__priest______
prim,__pri_m_______
prime,__pri_me______
prince,__pri_nce_____
print,__pri_nt______
prize,__pri_ze______
pro,__pro_________
probe,__pro_be______
prod,__pro_d_______
prompt,__pro_mpt_____
prone,__pro_ne______
proof,__proof_______
prop,__pro_p_______
prose,__pro_se______
proud,__proud_______
prove,__pro_ve______
prow,__prow________
prowl,__prowl_______
pry,__pry_________
psalm,__psa_lm______
pub,___pu_b_______
puck,___pu_ck______
puff,___pu_ff______
puke,___pu_ke______
pull,___pu_ll______
pulp,___pu_lp______
pulse,___pu_lse_____
pump,___pu_mp______
pun,___pu_n_______
punch,___pu_nch_____
punk,___pu_nk______
punt,___pu_nt______
pup,___pu_p_______
pure,___pu_re______
purge,___pu_rge_____
purse,___pu_rse_____
pus,___pu_s_______
push,___pu_sh______
put,___pu_t_______
putt,___pu_tt______
pyre,___py_re______
quack,__qua_ck______
quaint,__quaint______
quake,__qua_ke______
qualms,__qua_lms_____
quart,__qua_rt______
quartz,__qua_rtz_____
quay,__quay________
queen,__queen_______
queer,__queer_______
quell,__que_ll______
quench,__que_nch_____
quest,__que_st______
queue,__queue_______
quick,__qui_ck______
quill,__qui_ll______
quince,__qui_nce_____
quirk,__qui_rk______
quit,__qui_t_______
quite,__qui_te______
quiz,__qui_z_______
quo,__quo_________
quote,__quo_te______
race,___ra_ce______
rack,___ra_ck______
raft,___ra_ft______
rag,___ra_g_______
rage,___ra_ge______
raid,___raid_______
rail,___rail_______
rain,___rain_______
raise,___raise______
rake,___ra_ke______
ram,___ra_m_______
ramp,___ra_mp______
ran,___ra_n_______
ranch,___ra_nch_____
rang,___ra_ng______
range,___ra_nge_____
rank,___ra_nk______
rant,___ra_nt______
rap,___ra_p_______
rape,___ra_pe______
rapt,___ra_pt______
rare,___ra_re______
rash,___ra_sh______
rasp,___ra_sp______
rat,___ra_t_______
rate,___ra_te______
rave,___ra_ve______
raw,___raw________
ray,___ray________
rays,___rays_______
reach,___reach______
read,___read_______
real,___real_______
realm,___realm______
ream,___ream_______
reap,___reap_______
rear,___rear_______
red,___re_d_______
reed,___reed_______
reef,___reef_______
reek,___reek_______
reel,___reel_______
ref,___re_f_______
reign,___reign______
rein,___rein_______
rend,___re_nd______
rent,___re_nt______
rest,___re_st______
retch,___re_tch_____
rev,___re_v_______
rheum,__rheum_______
rhyme,__rhy_me______
rib,___ri_b_______
rice,___ri_ce______
rich,___ri_ch______
ride,___ri_de______
ridge,___ri_dge_____
rift,___ri_ft______
rig,___ri_g_______
right,___ri_ght_____
rile,___ri_le______
rim,___ri_m_______
rime,___ri_me______
rind,___ri_nd______
ring,___ri_ng______
rink,___ri_nk______
rinse,___ri_nse_____
rip,___ri_p_______
ripe,___ri_pe______
rise,___ri_se______
risk,___ri_sk______
rite,___ri_te______
roach,___roach______
road,___road_______
roam,___roam_______
roar,___roar_______
roast,___roast______
rob,___ro_b_______
robe,___ro_be______
rock,___ro_ck______
rod,___ro_d_______
rode,___ro_de______
roe,___roe________
role,___ro_le______
roll,___ro_ll______
rolled,___ro_lled____
romp,___ro_mp______
roof,___roof_______
rook,___rook_______
room,___room_______
roost,___roost______
root,___root_______
rope,___ro_pe______
rose,___ro_se______
rot,___ro_t_______
rouge,___rouge______
rough,___rough______
round,___round______
rouse,___rouse______
rout,___rout_______
route,___route______
rove,___ro_ve______
row,___row________
rub,___ru_b_______
rude,___ru_de______
rue,___rue________
rug,___ru_g_______
rule,___ru_le______
rum,___ru_m_______
rump,___ru_mp______
run,___ru_n_______
rung,___ru_ng______
runt,___ru_nt______
ruse,___ru_se______
rush,___ru_sh______
rust,___ru_st______
rut,___ru_t_______
rye,___rye________
sack,___sa_ck______
sad,___sa_d_______
safe,___sa_fe______
sag,___sa_g_______
sage,___sa_ge______
said,___said_______
sail,___sail_______
saint,___saint______
sake,___sa_ke______
sale,___sa_le______
salt,___sa_lt______
salve,___sa_lve_____
same,___sa_me______
sand,___sa_nd______
sane,___sa_ne______
sang,___sa_ng______
sank,___sa_nk______
sap,___sa_p_______
sash,___sa_sh______
sat,___sa_t_______
sauce,___sauce______
save,___sa_ve______
saw,___saw________
sax,___sa_x_______
say,___say________
says,___says_______
scald,__sca_ld______
scale,__sca_le______
scalp,__sca_lp______
scan,__sca_n_______
scant,__sca_nt______
scar,__sca_r_______
scarce,__sca_rce_____
scare,__sca_re______
scarf,__sca_rf______
scene,__sce_ne______
scent,__sce_nt______
scheme,_sche_me______
schnook,schnook_______
school,_school_______
scoop,__scoop_______
scope,__sco_pe______
score,__sco_re______
scorn,__sco_rn______
scotch,__sco_tch_____
scour,__scour_______
scourge,__scourge_____
scout,__scout_______
scrap,_scra_p_______
scrape,_scra_pe______
scratch,_scra_tch_____
scream,_scream_______
screech,_screech______
screen,_screen_______
screw,_screw________
scribe,_scri_be______
scrim,_scri_m_______
script,_scri_pt______
scrub,_scru_b_______
scuff,__scu_ff______
sea,___sea________
seal,___seal_______
seam,___seam_______
sear,___sear_______
search,___search_____
seat,___seat_______
sect,___se_ct______
see,___see________
seed,___seed_______
seeds,___seeds______
seek,___seek_______
seem,___seem_______
seen,___seen_______
seep,___seep_______
seize,___seize______
self,___se_lf______
sell,___se_ll______
send,___se_nd______
sense,___se_nse_____
sent,___se_nt______
serf,___se_rf______
serge,___se_rge_____
serve,___se_rve_____
set,___se_t_______
sew,___sew________
sewn,___sewn_______
sex,___se_x_______
shack,__sha_ck______
shade,__sha_de______
shaft,__sha_ft______
shag,__sha_g_______
shah,__shah________
shake,__sha_ke______
shall,__sha_ll______
sham,__sha_m_______
shame,__sha_me______
shank,__sha_nk______
shape,__sha_pe______
shard,__sha_rd______
share,__sha_re______
shark,__sha_rk______
sharp,__sha_rp______
shave,__sha_ve______
shawl,__shawl_______
shay,__shay________
she,__she_________
sheaf,__sheaf_______
shear,__shear_______
sheath,__sheath______
shed,__she_d_______
sheen,__sheen_______
sheep,__sheep_______
sheer,__sheer_______
sheet,__sheet_______
sheik,__sheik_______
shelf,__she_lf______
shell,__she_ll______
shield,__shield______
shift,__shi_ft______
shill,__shi_ll______
shim,__shi_m_______
shin,__shi_n_______
shine,__shi_ne______
ship,__shi_p_______
ships,__shi_ps______
shirt,__shi_rt______
shit,__shi_t_______
shoal,__shoal_______
shock,__sho_ck______
shod,__sho_d_______
shoe,__shoe________
shone,__sho_ne______
shook,__shook_______
shoot,__shoot_______
shop,__sho_p_______
shore,__sho_re______
short,__sho_rt______
shot,__sho_t_______
should,__should______
shout,__shout_______
shove,__sho_ve______
show,__show________
shown,__shown_______
shred,_shre_d_______
shrewd,_shrewd_______
shriek,_shriek_______
shrill,_shri_ll______
shrimp,_shri_mp______
shrine,_shri_ne______
shrink,_shri_nk______
shrub,_shru_b_______
shrug,_shru_g_______
shuck,__shu_ck______
shun,__shu_n_______
shunt,__shu_nt______
shut,__shu_t_______
shy,__shy_________
sick,___si_ck______
side,___si_de______
siege,___siege______
sieve,___sieve______
sigh,___si_gh______
sight,___si_ght_____
sign,___si_gn______
silk,___si_lk______
sill,___si_ll______
sin,___si_n_______
since,___si_nce_____
sine,___si_ne______
sing,___si_ng______
sink,___si_nk______
sioux,___sioux______
sip,___si_p_______
sir,___si_r_______
sit,___si_t_______
site,___si_te______
six,___si_x_______
sixth,___si_xth_____
size,___si_ze______
skate,__ska_te______
skeet,__skeet_______
sketch,__ske_tch_____
ski,__ski_________
skid,__ski_d_______
skiff,__ski_ff______
skill,__ski_ll______
skin,__ski_n_______
skip,__ski_p_______
skirt,__ski_rt______
skit,__ski_t_______
skulk,__sku_lk______
skull,__sku_ll______
skunk,__sku_nk______
sky,__sky_________
slab,__sla_b_______
slack,__sla_ck______
slam,__sla_m_______
slang,__sla_ng______
slant,__sla_nt______
slap,__sla_p_______
slash,__sla_sh______
slat,__sla_t_______
slate,__sla_te______
slave,__sla_ve______
sleek,__sleek_______
sleep,__sleep_______
sleet,__sleet_______
sleeve,__sleeve______
sleight,__sleight_____
slept,__sle_pt______
slice,__sli_ce______
slick,__sli_ck______
slid,__sli_d_______
slide,__sli_de______
slight,__sli_ght_____
slim,__sli_m_______
sling,__sli_ng______
slip,__sli_p_______
slit,__sli_t_______
slob,__slo_b_______
sloe,__sloe________
sloop,__sloop_______
slop,__slo_p_______
slope,__slo_pe______
slot,__slo_t_______
slouch,__slouch______
slough,__slough______
slow,__slow________
sludge,__slu_dge_____
slug,__slu_g_______
sluice,__sluice______
slum,__slu_m_______
slump,__slu_mp______
slung,__slu_ng______
sly,__sly_________
smack,__sma_ck______
small,__sma_ll______
smart,__sma_rt______
smash,__sma_sh______
smear,__smear_______
smell,__sme_ll______
smelt,__sme_lt______
smile,__smi_le______
smirk,__smi_rk______
smog,__smo_g_______
smoke,__smo_ke______
smooth,__smooth______
smug,__smu_g_______
snack,__sna_ck______
snag,__sna_g_______
snail,__snail_______
snake,__sna_ke______
snap,__sna_p_______
snare,__sna_re______
snatch,__sna_tch_____
sneak,__sneak_______
sneer,__sneer_______
sniff,__sni_ff______
snip,__sni_p_______
snob,__sno_b_______
snoop,__snoop_______
snort,__sno_rt______
snout,__snout_______
snow,__snow________
snuck,__snu_ck______
snug,__snu_g_______
soak,___soak_______
soap,___soap_______
sob,___so_b_______
sock,___so_ck______
sod,___so_d_______
soft,___so_ft______
soils,___soils______
sold,___so_ld______
sole,___so_le______
solve,___so_lve_____
some,___so_me______
son,___so_n_______
song,___so_ng______
soon,___soon_______
soot,___soot_______
soothe,___soothe_____
sop,___so_p_______
sore,___so_re______
sort,___so_rt______
sought,___sought_____
soul,___soul_______
sound,___sound______
soup,___soup_______
sour,___sour_______
source,___source_____
souse,___souse______
south,___south______
sow,___sow________
sox,___so_x_______
soy,___soy________
spa,__spa_________
space,__spa_ce______
spade,__spa_de______
span,__spa_n_______
spare,__spa_re______
spark,__spa_rk______
sparse,__spa_rse_____
spat,__spa_t_______
spate,__spa_te______
speak,__speak_______
spear,__spear_______
speck,__spe_ck______
sped,__spe_d_______
speech,__speech______
speed,__speed_______
spell,__spe_ll______
spend,__spe_nd______
spent,__spe_nt______
sphere,_sphe_re______
sphinx,_sphi_nx______
spice,__spi_ce______
spike,__spi_ke______
spill,__spi_ll______
spin,__spi_n_______
spine,__spi_ne______
spire,__spi_re______
spit,__spi_t_______
spite,__spi_te______
splash,_spla_sh______
spleen,_spleen_______
splice,_spli_ce______
split,_spli_t_______
splurge,_splu_rge_____
spoil,__spoil_______
spoke,__spo_ke______
sponge,__spo_nge_____
spoof,__spoof_______
spook,__spook_______
spool,__spool_______
spoon,__spoon_______
sport,__spo_rt______
spot,__spo_t_______
spouse,__spouse______
spout,__spout_______
sprang,_spra_ng______
sprawl,_sprawl_______
spray,_spray________
spread,_spread_______
spree,_spree________
sprig,_spri_g_______
spring,_spri_ng______
sprite,_spri_te______
sprout,_sprout_______
spruce,_spru_ce______
sprung,_spru_ng______
spun,__spu_n_______
spur,__spu_r_______
spurt,__spu_rt______
spy,__spy_________
squad,_squa_d_______
squall,_squa_ll______
square,_squa_re______
squash,_squa_sh______
squat,_squa_t_______
squaw,_squaw________
squawk,_squawk_______
squeak,_squeak_______
squeal,_squeal_______
squeeze,_squeeze______
squint,_squi_nt______
squire,_squi_re______
squirm,_squi_rm______
squirt,_squi_rt______
stab,__sta_b_______
stack,__sta_ck______
staff,__sta_ff______
stag,__sta_g_______
stage,__sta_ge______
staid,__staid_______
stain,__stain_______
stair,__stair_______
stake,__sta_ke______
stale,__sta_le______
stalk,__sta_lk______
stall,__sta_ll______
stamp,__sta_mp______
stance,__sta_nce_____
stanch,__sta_nch_____
stand,__sta_nd______
star,__sta_r_______
starch,__sta_rch_____
stare,__sta_re______
stark,__sta_rk______
start,__sta_rt______
starve,__sta_rve_____
state,__sta_te______
staunch,__staunch_____
stave,__sta_ve______
stay,__stay________
stead,__stead_______
steak,__steak_______
steal,__steal_______
stealth,__stealth_____
steam,__steam_______
steed,__steed_______
steel,__steel_______
steep,__steep_______
steer,__steer_______
stem,__ste_m_______
stench,__ste_nch_____
step,__ste_p_______
stew,__stew________
stick,__sti_ck______
stiff,__sti_ff______
still,__sti_ll______
stilt,__sti_lt______
sting,__sti_ng______
stink,__sti_nk______
stint,__sti_nt______
stir,__sti_r_______
stitch,__sti_tch_____
stock,__sto_ck______
stole,__sto_le______
stone,__sto_ne______
stood,__stood_______
stool,__stool_______
stoop,__stoop_______
stop,__sto_p_______
store,__sto_re______
stork,__sto_rk______
storm,__sto_rm______
stout,__stout_______
stove,__sto_ve______
stow,__stow________
strafe,_stra_fe______
straight,_straight_____
strain,_strain_______
strait,_strait_______
strand,_stra_nd______
strange,_stra_nge_____
strap,_stra_p_______
straw,_straw________
stray,_stray________
streak,_streak_______
stream,_stream_______
street,_street_______
strength,_stre_ngth____
stress,_stre_ss______
stretch,_stre_tch_____
strewn,_strewn_______
strict,_stri_ct______
stride,_stri_de______
strife,_stri_fe______
strike,_stri_ke______
string,_stri_ng______
strip,_stri_p_______
stripe,_stri_pe______
strive,_stri_ve______
strode,_stro_de______
stroke,_stro_ke______
stroll,_stro_ll______
strong,_stro_ng______
strove,_stro_ve______
struck,_stru_ck______
strung,_stru_ng______
strut,_stru_t_______
stub,__stu_b_______
stuck,__stu_ck______
stud,__stu_d_______
stuff,__stu_ff______
stump,__stu_mp______
stung,__stu_ng______
stunk,__stu_nk______
stunt,__stu_nt______
style,__sty_le______
suave,__sua_ve______
sub,___su_b_______
such,___su_ch______
suck,___su_ck______
suds,___su_ds______
sue,___sue________
suede,__sue_de______
suit,___suit_______
suite,__sui_te______
sulk,___su_lk______
sum,___su_m_______
sun,___su_n_______
sung,___su_ng______
sunk,___su_nk______
sup,___su_p_______
sure,___su_re______
surf,___su_rf______
surge,___su_rge_____
svelte,__sve_lte_____
swam,__swa_m_______
swamp,__swa_mp______
swan,__swa_n_______
swank,__swa_nk______
swap,__swa_p_______
swarm,__swa_rm______
swath,__swa_th______
sway,__sway________
swear,__swear_______
sweat,__sweat_______
sweep,__sweep_______
sweet,__sweet_______
swell,__swe_ll______
swept,__swe_pt______
swerve,__swe_rve_____
swift,__swi_ft______
swig,__swi_g_______
swim,__swi_m_______
swine,__swi_ne______
swing,__swi_ng______
swipe,__swi_pe______
swirl,__swi_rl______
switch,__swi_tch_____
swoop,__swoop_______
sword,__swo_rd______
swore,__swo_re______
sworn,__swo_rn______
swum,__swu_m_______
swung,__swu_ng______
tab,___ta_b_______
tack,___ta_ck______
tact,___ta_ct______
tag,___ta_g_______
tail,___tail_______
taint,___taint______
take,___ta_ke______
tale,___ta_le______
talk,___ta_lk______
tall,___ta_ll______
tame,___ta_me______
tamp,___ta_mp______
tan,___ta_n_______
tang,___ta_ng______
tank,___ta_nk______
tape,___ta_pe______
taps,___ta_ps______
tar,___ta_r_______
tart,___ta_rt______
task,___ta_sk______
taste,___ta_ste_____
taught,___taught_____
taunt,___taunt______
taut,___taut_______
tax,___ta_x_______
tea,___tea________
teach,___teach______
teak,___teak_______
team,___team_______
tear,___tear_______
tease,___tease______
tech,___te_ch______
tee,___tee________
teens,___teens______
teeth,___teeth______
tell,___te_ll______
tempt,___te_mpt_____
ten,___te_n_______
tend,___te_nd______
tense,___te_nse_____
tent,___te_nt______
tenth,___te_nth_____
terms,___te_rms_____
terse,___te_rse_____
test,___te_st______
text,___te_xt______
than,__tha_n_______
thank,__tha_nk______
that,__tha_t_______
thaw,__thaw________
the,__the_________
thee,__thee________
theft,__the_ft______
their,__their_______
them,__the_m_______
theme,__the_me______
then,__the_n_______
thence,__the_nce_____
there,__the_re______
these,__the_se______
they,__they________
thick,__thi_ck______
thief,__thief_______
thigh,__thi_gh______
thin,__thi_n_______
thine,__thi_ne______
thing,__thi_ng______
think,__thi_nk______
third,__thi_rd______
thirst,__thi_rst_____
this,__thi_s_______
thong,__tho_ng______
thorn,__tho_rn______
those,__tho_se______
thou,__thou________
though,__though______
thought,__thought_____
thrash,_thra_sh______
thread,_thread_______
threat,_threat_______
three,_three________
threw,_threw________
thrice,_thri_ce______
thrift,_thri_ft______
thrill,_thri_ll______
thrive,_thri_ve______
throat,_throat_______
throes,_throes_______
throne,_thro_ne______
throng,_thro_ng______
through,_through______
throw,_throw________
thrown,_thrown_______
thru,_thru_________
thrush,_thru_sh______
thrust,_thru_st______
thud,__thu_d_______
thug,__thu_g_______
thumb,__thu_mb______
thump,__thu_mp______
thus,__thu_s_______
thwack,_thwa_ck______
thwart,_thwa_rt______
thy,__thy_________
tick,___ti_ck______
tide,___ti_de______
tie,___tie________
tied,___tied_______
tight,___ti_ght_____
tile,___ti_le______
till,___ti_ll______
tilt,___ti_lt______
time,___ti_me______
times,___ti_mes_____
tin,___ti_n_______
tint,___ti_nt______
tip,___ti_p_______
tire,___ti_re______
toad,___toad_______
toast,___toast______
toe,___toe________
toes,___toes_______
tog,___to_g_______
toil,___toil_______
told,___to_ld______
toll,___to_ll______
tomb,___to_mb______
tome,___to_me______
ton,___to_n_______
tone,___to_ne______
tong,___to_ng______
tongue,___to_ngue____
too,___too________
took,___took_______
tool,___tool_______
toot,___toot_______
tooth,___tooth______
top,___to_p_______
torch,___to_rch_____
tore,___to_re______
torn,___to_rn______
torque,___to_rque____
toss,___to_ss______
tote,___to_te______
touch,___touch______
tough,___tough______
tour,___tour_______
tout,___tout_______
tow,___tow________
town,___town_______
toy,___toy________
trace,__tra_ce______
track,__tra_ck______
tract,__tra_ct______
trade,__tra_de______
trail,__trail_______
train,__train_______
trait,__trait_______
tramp,__tra_mp______
trance,__tra_nce_____
trap,__tra_p_______
trash,__tra_sh______
tray,__tray________
tread,__tread_______
treat,__treat_______
tree,__tree________
trench,__tre_nch_____
trend,__tre_nd______
trial,__trial_______
tribe,__tri_be______
trick,__tri_ck______
tried,__tried_______
trig,__tri_g_______
trill,__tri_ll______
trim,__tri_m_______
trip,__tri_p_______
tripe,__tri_pe______
trite,__tri_te______
troll,__tro_ll______
troop,__troop_______
trot,__tro_t_______
trough,__trough______
troup,__troup_______
troupe,__troupe______
trout,__trout_______
truce,__tru_ce______
truck,__tru_ck______
true,__true________
trump,__tru_mp______
trunk,__tru_nk______
trust,__tru_st______
truth,__tru_th______
try,__try_________
tryst,__try_st______
tsar,__tsa_r_______
tub,___tu_b_______
tube,___tu_be______
tuck,___tu_ck______
tug,___tu_g_______
tune,___tu_ne______
turf,___tu_rf______
turn,___tu_rn______
tusk,___tu_sk______
twain,__twain_______
tweed,__tweed_______
twelfth,__twe_lfth____
twelve,__twe_lve_____
twice,__twi_ce______
twin,__twi_n_______
twinge,__twi_nge_____
twist,__twi_st______
twitch,__twi_tch_____
two,__two_________
tyme,___ty_me______
type,___ty_pe______
urge,____u_rge_____
urn,____u_rn______
use,____u_se______
vail,___vail_______
vain,___vain_______
vale,___va_le______
valve,___va_lve_____
vamp,___va_mp______
van,___va_n_______
vase,___va_se______
vast,___va_st______
vault,___vault______
veal,___veal_______
veer,___veer_______
veil,___veil_______
vein,___vein_______
veldt,___ve_ldt_____
vent,___ve_nt______
verb,___ve_rb______
verge,___ve_rge_____
verse,___ve_rse_____
verve,___ve_rve_____
vest,___ve_st______
vet,___ve_t_______
vex,___ve_x_______
vice,___vi_ce______
vie,___vie________
view,___view_______
vile,___vi_le______
vine,___vi_ne______
vise,___vi_se______
voice,___voice______
void,___void_______
volt,___vo_lt______
vote,___vo_te______
vouch,___vouch______
vow,___vow________
vue,___vue________
wad,___wa_d_______
wade,___wa_de______
wag,___wa_g_______
wage,___wa_ge______
wail,___wail_______
waist,___waist______
wait,___wait_______
waive,___waive______
wake,___wa_ke______
walk,___wa_lk______
wall,___wa_ll______
waltz,___wa_ltz_____
wan,___wa_n_______
wand,___wa_nd______
wane,___wa_ne______
want,___wa_nt______
war,___wa_r_______
ward,___wa_rd______
ware,___wa_re______
warm,___wa_rm______
warmth,___wa_rmth____
warn,___wa_rn______
warp,___wa_rp______
wart,___wa_rt______
was,___wa_s_______
wash,___wa_sh______
wasp,___wa_sp______
waste,___wa_ste_____
watch,___wa_tch_____
watt,___wa_tt______
wave,___wa_ve______
wax,___wa_x_______
way,___way________
ways,___ways_______
weak,___weak_______
wealth,___wealth_____
wear,___wear_______
weave,___weave______
web,___we_b_______
wed,___we_d_______
wedge,___we_dge_____
wee,___wee________
weed,___weed_______
week,___week_______
weep,___weep_______
weigh,___weigh______
weight,___weight_____
weird,___weird______
welch,___we_lch_____
weld,___we_ld______
well,___we_ll______
welt,___we_lt______
went,___we_nt______
wept,___we_pt______
were,___we_re______
west,___we_st______
wet,___we_t_______
whack,__wha_ck______
wharf,__wha_rf______
