word,code
lace,__les_____
vile,__vAl_____
gown,__gWn_____
ale,___el_____
sunk,__s^nk____
slung,_sl^ng____
disc,__dIsk____
zinc,__zInk____
dish,__dIS_____
disk,__dIsk____
wash,__waS_____
sung,__s^ng____
glimpse,_glImps___
corps,__kor_____
tail,__tel_____
those,__Doz_____
smile,_smAl_____
crest,_krEst____
norm,__norm____
sound,__sWnd____
fay,__fe______
worse,__w^rs____
song,__sang____
far,__far_____
tent,__tEnt____
fat,__f@t_____
roe,__ro______
scout,_skWt_____
fan,__f@n_____
scour,_skWr_____
clench,_klEnC____
fad,__f@d_____
list,__lIst____
large,__larJ____
sang,__s@ng____
sand,__s@nd____
sane,__sen_____
tong,__tang____
small,_smal_____
sank,__s@nk____
flick,_flIk_____
ass,___@s_____
fence,__fEns____
tea,__ti______
clinch,_klInC____
tee,__ti______
past,__p@st____
strung,strung____
rate,__ret_____
phage,__feJ_____
pass,__p@s_____
mill,__mIl_____
hick,__hIk_____
will,__wIl_____
dial,__dAl_____
stood,_stUd_____
gunk,__g^nk____
clock,_klak_____
sun,__s^n_____
sum,__s^m_____
crust,_kr^st____
brief,_brif_____
milk,__mIlk____
crush,_kr^S_____
sup,__s^p_____
nurse,__n^rs____
plush,_pl^S_____
womb,__wum_____
full,__fUl_____
hash,__h@S_____
loose,__lus_____
vale,__vel_____
mule,__mYl_____
wild,__wAld____
pub,__p^b_____
trunk,_tr^nk____
strong,strang____
hasp,__h@sp____
thrift,_TrIft____
search,__s^rC____
whine,__wAn_____
through,_Tru______
pick,__pIk_____
vie,__vA______
glitch,_glItC____
snug,_sn^g_____
gosh,__gaS_____
faint,__fent____
wield,__wild____
puke,__pYk_____
pearl,__p^rl____
splash,spl@S_____
raft,__r@ft____
pus,__p^s_____
more,__mor_____
flat,_fl@t_____
flaw,_fla______
door,__dor_____
thus,__T^s_____
brisk,_brIsk____
flax,_fl@ks____
flag,_fl@g_____
stick,_stIk_____
broke,_brok_____
suite,_swit_____
known,__non_____
doom,__dum_____
glad,_gl@d_____
town,__tWn_____
grill,_grIl_____
berth,__b^rT____
gauche,__goS_____
hour,___Wr_____
malt,__malt____
mall,__mal_____
nine,__nAn_____
den,__dEn_____
learn,__l^rn____
grope,_grop_____
male,__mel_____
shark,__Sark____
prompt,_prampt___
cowl,__kWl_____
snuck,_sn^k_____
share,__SEr_____
shard,__Sard____
pons,__panz____
louse,__lWs_____
sphere,_sfir_____
sense,__sEns____
phrase,_frez_____
scar,_skar_____
dress,_drEs_____
string,strIng____
huge,__hYJ_____
needs,__nidz____
court,__kort____
goal,__gol_____
rye,__rA______
goad,__god_____
cling,_klIng____
sprig,sprIg_____
scorn,_skorn____
stir,_st^r_____
goat,__got_____
mould,__mold____
bleat,_blit_____
plant,_pl@nt____
tried,_trAd_____
rude,__rud_____
sneak,_snik_____
plane,_plen_____
blood,_bl^d_____
numb,__n^m_____
gasp,__g@sp____
bloom,_blum_____
plank,_pl@nk____
bleak,_blik_____
alps,___@lps___
chute,__Sut_____
short,__Sort____
coax,__koks____
coat,__kot_____
taut,__tat_____
coal,__kol_____
shore,__Sor_____
dread,_drEd_____
shade,__Sed_____
dream,_drim_____
help,__hElp____
pant,__p@nt____
sloop,_slup_____
slouch,_slWC_____
soon,__sun_____
trade,_tred_____
held,__hEld____
dough,__do______
brim,_brIm_____
soot,__sUt_____
helm,__hElm____
hell,__hEl_____
brig,_brIg_____
its,___Its____
style,_stAl_____
glide,_glAd_____
pray,_pre______
late,__let_____
dross,_dras_____
speech,_spiC_____
bout,__bWt_____
might,__mAt_____
lath,__l@T_____
wry,__rA______
fool,__ful_____
good,__gUd_____
food,__fud_____
goon,__gun_____
blight,_blAt_____
rank,__r@nk____
foot,__fUt_____
rant,__r@nt____
drake,_drek_____
bless,_blEs_____
tear,__tEr_____
blest,_blEst____
found,__fWnd____
clamp,_kl@mp____
harm,__harm____
hark,__hark____
weight,__wet_____
house,__hWs_____
hare,__hEr_____
hard,__hard____
eve,___iv_____
fist,__fIst____
hart,__hart____
heave,__hiv_____
harp,__harp____
praise,_prez_____
since,__sIns____
hilt,__hIlt____
health,__hElT____
hill,__hIl_____
print,_prInt____
quince,_kwIns____
nest,__nEst____
dunk,__d^nk____
pun,__p^n_____
drink,_drInk____
bass,__b@s_____
dirt,__d^rt____
team,__tim_____
dung,__d^ng____
guess,__gEs_____
dune,__dun_____
base,__bes_____
dire,__dAr_____
thine,__TAn_____
ask,___@sk____
teach,__tiC_____
ash,___@S_____
pup,__p^p_____
bash,__b@S_____
guest,__gEst____
thrown,_Tron_____
thread,_TrEd_____
launch,__lanC____
threat,_TrEt_____
blush,_bl^S_____
clump,_kl^mp____
top,__tap_____
feed,__fid_____
dine,__dAn_____
swipe,_swAp_____
feel,__fil_____
feet,__fit_____
dust,__d^st____
dint,__dInt____
done,__d^n_____
shoal,__Sol_____
blank,_bl@nk____
bland,_bl@nd____
mist,__mIst____
miss,__mIs_____
moan,__mon_____
horse,__hors____
jew,__Ju______
jet,__JEt_____
script,skrIpt____
grime,_grAm_____
least,__list____
stork,_stork____
paint,__pent____
leash,__liS_____
saint,__sent____
scheme,_skim_____
store,_stor_____
lease,__lis_____
pare,__pEr_____
storm,_storm____
park,__park____
part,__part____
crop,_krap_____
weld,__wEld____
grace,_gres_____
king,__kIng____
kind,__kAnd____
grew,_gru______
frock,_frak_____
dam,__d@m_____
fold,__fold____
grey,_gre______
youth,__yuT_____
bride,_brAd_____
stall,_stal_____
cuff,__k^f_____
dang,__d@ng____
stale,_stel_____
swerve,_sw^rv____
ranch,__r@nC____
swung,_sw^ng____
shrewd,_Srud_____
gale,__gel_____
blond,_bland____
gall,__gal_____
null,__n^l_____
lid,__lId_____
lie,__lA______
built,__bIlt____
trip,_trIp_____
trance,_tr@ns____
self,__sElf____
cave,__kev_____
couch,__kWC_____
lit,__lIt_____
moist,__mOst____
lip,__lIp_____
build,__bIld____
frail,_frel_____
veal,__vil_____
brace,_bres_____
tool,__tul_____
buff,__b^f_____
gill,__gIl_____
play,_ple______
quote,_kwot_____
flute,_flut_____
reach,__riC_____
chart,__Cart____
mosk,__mask____
tryst,_trIst____
most,__most____
yawl,__yal_____
charm,__Carm____
plan,_pl@n_____
moss,__mas_____
gilt,__gIlt____
chap,__C@p_____
seize,__siz_____
clear,_klir_____
cleat,_klit_____
naught,__nat_____
clean,_klin_____
weigh,__we______
notch,__natC____
blend,_blEnd____
golf,__galf____
gold,__gold____
fond,__fand____
sheik,__Sik_____
fink,__fInk____
freight,_fret_____
font,__fant____
fine,__fAn_____
find,__fAnd____
flesh,_flES_____
fiend,__find____
juke,__Juk_____
hip,__hIp_____
his,__hIz_____
hit,__hIt_____
scuff,_sk^f_____
strut,strut_____
hid,__hId_____
breast,_brEst____
theft,__TEft____
silk,__sIlk____
sill,__sIl_____
him,__hIm_____
huff,__h^f_____
fluff,_fl^f_____
sleeve,_sliv_____
badge,__b@J_____
cry,_krA______
cease,__sis_____
rear,__rir_____
wrote,__rot_____
sew,__so______
cramp,_kr@mp____
set,__sEt_____
art,___art____
dump,__d^mp____
jade,__Jed_____
still,_stIl_____
vine,__vAn_____
plough,_plW______
vamp,__v@mp____
see,__si______
arc,___ark____
dumb,__d^m_____
bard,__bard____
sea,__si______
close,_klos_____
bark,__bark____
arm,___arm____
prim,_prIm_____
lee,__li______
fang,__f@ng____
wow,__wW______
please,_pliz_____
woo,__wu______
won,__w^n_____
woe,__wo______
flame,_flem_____
rite,__rAt_____
nope,__nop_____
kneel,__nil_____
piss,__pIs_____
sold,__sold____
sole,__sol_____
punch,__p^nC____
wreath,__riT_____
spray,spre______
blot,_blat_____
bronze,_branz____
both,__boT_____
lass,__l@s_____
last,__l@st____
thou,__DW______
gaunt,__gant____
suede,_swed_____
buzz,__b^z_____
lash,__l@S_____
vault,__valt____
mean,__min_____
whole,__hol_____
load,__lod_____
loaf,__lof_____
bell,__bEl_____
sweet,_swit_____
loan,__lon_____
whelp,__wElp____
sweep,_swip_____
church,__C^rC____
rave,__rev_____
belt,__bElt____
filth,__fIlT____
raise,__rez_____
dun,__d^n_____
stamp,_st@mp____
damp,__d@mp____
dud,__d^d_____
due,__du______
dug,__d^g_____
ran,__r@n_____
nape,__nep_____
damn,__d@m_____
coarse,__kors____
pile,__pAl_____
brick,_brIk_____
woke,__wok_____
dame,__dem_____
firm,__f^rm____
flight,_flAt_____
gay,__ge______
buck,__b^k_____
fire,__fAr_____
torque,__tork____
wet,__wEt_____
gas,__g@s_____
grille,_grIl_____
fund,__f^nd____
gal,__g@l_____
cinch,__sInC____
gag,__g@g_____
gab,__g@b_____
funk,__f^nk____
loon,__lun_____
bile,__bAl_____
loom,__lum_____
fur,__f^r_____
look,__lUk_____
juice,__Jus_____
straight,stret_____
bill,__bIl_____
batch,__b@tC____
crutch,_kr^tC____
rope,__rop_____
pace,__pes_____
skiff,_skIf_____
match,__m@tC____
fun,__f^n_____
fleet,_flit_____
loot,__lut_____
guide,__gAd_____
loop,__lup_____
pack,__p@k_____
real,__ril_____
pound,__pWnd____
suds,__s^dz____
moth,__maT_____
rip,__rIp_____
sluice,_slus_____
rim,__rIm_____
seen,__sin_____
rig,__rIg_____
rib,__rIb_____
chase,__Ces_____
earn,___^rn____
grant,_gr@nt____
seek,__sik_____
slab,_sl@b_____
shay,__Se______
flays,_flez_____
shag,__S@g_____
grand,_gr@nd____
shah,__Sa______
swig,_swIg_____
sham,__S@m_____
blanch,_bl@nC____
itch,___ItC____
dime,__dAm_____
leapt,__lipt____
stripe,strAp_____
birch,__b^rC____
knack,__n@k_____
stack,_st@k_____
task,__t@sk____
cheek,__Cik_____
spent,_spEnt____
grind,_grAnd____
cheer,__Cir_____
edge,___EJ_____
toil,__tOl_____
moo,__mu______
spend,_spEnd____
howl,__hWl_____
coup,__ku______
chore,__Cor_____
chord,__kord____
from,_fr^m_____
salve,__s@lv____
shape,__Sep_____
stunt,_st^nt____
stalk,_stalk____
prince,_prIns____
wage,__weJ_____
cut,__k^t_____
cur,__k^r_____
cup,__k^p_____
snag,_sn@g_____
source,__sors____
cue,__kY______
cud,__k^d_____
cub,__k^b_____
snap,_sn@p_____
niece,__nis_____
bin,__bIn_____
shove,__S^v_____
squawk,skwak_____
march,__marC____
big,__bIg_____
bid,__bId_____
bib,__bIb_____
game,__gem_____
quest,_kwEst____
clout,_klWt_____
bit,__bIt_____
knock,__nak_____
spine,_spAn_____
glove,_gl^v_____
strife,strAf_____
flux,_fl^ks____
sketch,_skEtC____
wrack,__r@k_____
mauve,__mav_____
lathe,__leD_____
some,__s^m_____
back,__b@k_____
bounce,__bWns____
yolk,__yolk____
palm,__palm____
pall,__pal_____
sight,__sAt_____
pale,__pel_____
scrim,skrIm_____
scald,_skald____
scale,_skel_____
pet,__pEt_____
pelt,__pElt____
pew,__pY______
per,__p^r_____
prop,_prap_____
pen,__pEn_____
sick,__sIk_____
scalp,_sk@lp____
lard,__lard____
lark,__lark____
pee,__pi______
lime,__lAm_____
pea,__pi______
snort,_snort____
run,__r^n_____
rum,__r^m_____
rub,__r^b_____
rug,__r^g_____
rue,__ru______
step,_stEp_____
stew,_stu______
ache,___ek_____
crone,_kron_____
by,__bA______
rut,__r^t_____
shine,__SAn_____
faith,__feT_____
gnome,__nom_____
wore,__wor_____
braille,_brel_____
truck,_tr^k_____
hinge,__hInJ____
sake,__sek_____
range,__renJ____
ounce,___Wns____
block,_blak_____
skulk,_sk^lk____
watt,__wat_____
stench,_stEnC____
gouge,__gWJ_____
span,_sp@n_____
lone,__lon_____
fast,__f@st____
lode,__lod_____
lithe,__lAT_____
douse,__dWs_____
suit,__sut_____
spat,_sp@t_____
plunge,_pl^nJ____
clots,_klats____
lint,__lInt____
slump,_sl^mp____
cloth,_klaT_____
link,__lInk____
reef,__rif_____
branch,_br@nC____
crane,_kren_____
reek,__rik_____
reel,__ril_____
dull,__d^l_____
hush,__h^S_____
skull,_sk^l_____
groove,_gruv_____
dill,__dIl_____
curt,__k^rt____
camp,__k@mp____
geese,__gis_____
strand,str@nd____
haunt,__hant____
char,__Car_____
lye,__lA______
curd,__k^rd____
cure,__kYr_____
curb,__k^rb____
chaw,__Ca______
chat,__C@t_____
wove,__wov_____
curl,__k^rl____
work,__w^rk____
nab,__n@b_____
peach,__piC_____
crypt,_krIpt____
peace,__pis_____
plumb,_pl^m_____
scrape,skrep_____
nick,__nIk_____
nap,__n@p_____
naw,__na______
trait,_tret_____
forge,__forJ____
tech,__tEk_____
nay,__ne______
mock,__mak_____
nice,__nAs_____
dale,__del_____
draw,_dra______
scrub,skr^b_____
lend,__lEnd____
skit,_skIt_____
lens,__lEnz____
drag,_dr@g_____
squirm,skw^rm____
lent,__lEnt____
dram,_dr@m_____
lane,__len_____
land,__l@nd____
sore,__sor_____
scotch,_skatC____
age,___eJ_____
crease,_kris_____
feud,__fYd_____
depth,__dEpT____
floe,_flo______
broad,_brad_____
fresh,_frES_____
pyre,__pAr_____
tube,__tub_____
rinse,__rIns____
once,__w^ns____
code,__kod_____
scratch,skr@tC____
gang,__g@ng____
go,__go______
grays,_grez_____
nook,__nUk_____
suave,_swav_____
stave,_stev_____
young,__y^ng____
send,__sEnd____
shack,__S@k_____
blaze,_blez_____
breach,_briC_____
sent,__sEnt____
rag,__r@g_____
queen,_kwin_____
sage,__seJ_____
rhyme,__rAm_____
wave,__wev_____
spool,_spul_____
spoon,_spun_____
trough,_traf_____
spook,_spuk_____
spoof,_spuf_____
wipe,__wAp_____
stiff,_stIf_____
meant,__mEnt____
knight,__nAt_____
shock,__Sak_____
booze,__buz_____
hive,__hAv_____
try,_trA______
this,__DIs_____
race,__res_____
dealt,__dElt____
trout,_trWt_____
rack,__r@k_____
pledge,_plEJ_____
pleat,_plit_____
crow,_kro______
blitz,_blIts____
chomp,__Camp____
jump,__J^mp____
crook,_krUk_____
noise,__nOz_____
croon,_krun_____
booth,__buT_____
plead,_plid_____
odd,___ad_____
click,_klIk_____
folk,__folk____
poke,__pok_____
saw,__sa______
cell,__sEl_____
bird,__b^rd____
led,__lEd_____
chose,__Coz_____
stance,_st@ns____
leg,__lEg_____
stanch,_st@nC____
brooch,_bruC_____
sprung,spr^ng____
quell,_kwEl_____
sewn,__son_____
let,__lEt_____
sink,__sInk____
gloat,_glot_____
sing,__sIng____
sine,__sAn_____
great,_gret_____
chant,__C@nt____
screech,skriC_____
sword,__sord____
climb,_klAm_____
gene,__Jin_____
makes,__meks____
wig,__wIg_____
claim,_klem_____
duct,__d^kt____
win,__wIn_____
limp,__lImp____
apt,___@pt____
volt,__volt____
wit,__wIt_____
duck,__d^k_____
limb,__lIm_____
cloud,_klWd_____
ape,___ep_____
fed,__fEd_____
fee,__fi______
crap,_kr@p_____
tar,__tar_____
snoop,_snup_____
fen,__fEn_____
theme,__Tim_____
frog,_frag_____
next,__nEkst___
few,__fY______
crag,_kr@g_____
crab,_kr@b_____
save,__sev_____
cram,_kr@m_____
sort,__sort____
babe,__beb_____
porch,__porC____
tax,__t@ks____
heir,___Er_____
mend,__mEnd____
train,_tren_____
wretch,__rEtC____
thwack,_Tw@k_____
meek,__mik_____
chide,__CAd_____
pout,__pWt_____
lapse,__l@ps____
pour,__por_____
gruff,_gr^f_____
thin,__TIn_____
drill,_drIl_____
meet,__mit_____
fetch,__fEtC____
proof,_pruf_____
point,__pOnt____
wedge,__wEJ_____
slid,_slId_____
wharf,__worf____
bent,__bEnt____
pawn,__pan_____
plate,_plet_____
lock,__lak_____
slim,_slIm_____
rode,__rod_____
rapt,__r@pt____
high,__hA______
spruce,sprus_____
slit,_slIt_____
tag,__t@g_____
bend,__bEnd____
slip,_slIp_____
spa,_spa______
sought,__sat_____
tan,__t@n_____
voice,__vOs_____
skirt,_sk^rt____
rape,__rep_____
lamb,__l@m_____
mix,__mIks____
sip,__sIp_____
jape,__Jep_____
lame,__lem_____
six,__sIks____
skid,_skId_____
thrive,_TrAv_____
fete,__fet_____
swear,_swEr_____
aft,___@ft____
sin,__sIn_____
stock,_stak_____
fare,__fEr_____
thee,__Di______
sir,__s^r_____
farm,__farm____
watch,__watC____
act,___@kt____
tact,__t@kt____
tied,__tAd_____
tack,__t@k_____
wrist,__rIst____
bluff,_bl^f_____
klan,_kl@n_____
hawk,__hak_____
tongue,__t^ng____
fray,_fre______
drape,_drep_____
bind,__bAnd____
bing,__bIng____
sit,__sIt_____
budge,__b^J_____
scoop,_skup_____
chief,__Cif_____
writ,__rIt_____
rove,__rov_____
thigh,__TA______
mute,__mYt_____
move,__muv_____
mart,__mart____
strove,strov_____
quake,_kwek_____
cruise,_kruz_____
bunch,__b^nC____
glen,_glEn_____
write,__rAt_____
brood,_brud_____
whit,__wIt_____
thence,__TEns____
broom,_brum_____
glee,_gli______
brook,_brUk_____
lamp,__l@mp____
marsh,__marS____
choose,__Cuz_____
zip,__zIp_____
shy,__SA______
bye,__bA______
dad,__d@d_____
cusp,__k^sp____
crash,_kr@S_____
pure,__pYr_____
belch,__bElC____
spell,_spEl_____
dike,__dAk_____
flew,_flu______
dock,__dak_____
snake,_snek_____
kiss,__kIs_____
flea,_fli______
cage,__keJ_____
fled,_flEd_____
crass,_kr@s_____
flail,_flel_____
whir,__w^r_____
thrill,_TrIl_____
bleep,_blip_____
feast,__fist____
merge,__m^rJ____
muff,__m^f_____
fuzz,__f^z_____
mode,__mod_____
truth,_truT_____
lung,__l^ng____
tray,_tre______
flair,_flEr_____
skate,_sket_____
thwart,_Twart____
bump,__b^mp____
globe,_glob_____
our,___Wr_____
patch,__p@tC____
tenth,__tEnT____
out,___Wt_____
huck,__h^k_____
throes,_Troz_____
twice,_twAs_____
valve,__v@lv____
rev,__rEv_____
stub,_st^b_____
mate,__met_____
stud,_st^d_____
smog,_smag_____
cause,__kaz_____
czar,__zar_____
stare,_stEr_____
shut,__S^t_____
thrush,_Tr^S_____
frank,_fr@nk____
toll,__tol_____
graze,_grez_____
sod,__sad_____
york,__york____
tempt,__tEmpt___
shun,__S^n_____
van,__v@n_____
yore,__yor_____
bleed,_blid_____
quo,_kwo______
yard,__yard____
spill,_spIl_____
could,__kUd_____
put,__pUt_____
yarn,__yarn____
keep,__kip_____
keen,__kin_____
length,__lengT___
keel,__kil_____
hence,__hEns____
scare,_skEr_____
scarf,_skarf____
blown,_blon_____
scene,__sin_____
sack,__s@k_____
hey,__he______
whoop,__wup_____
bitch,__bItC____
such,__s^C_____
stump,_st^mp____
scent,__sEnt____
prank,_pr@nk____
droop,_drup_____
strict,strIkt____
laps,__l@ps____
stealth,_stElT____
grow,_gro______
wring,__rIng____
their,__DEr_____
time,__tAm_____
scant,_sk@nt____
boil,__bOl_____
beard,__bird____
shell,__SEl_____
gear,__gir_____
shelf,__SElf____
writhe,__rAD_____
feint,__fent____
vouch,__vWC_____
noun,__nWn_____
sex,__sEks____
waist,__west____
steel,_stil_____
slack,_sl@k_____
bloat,_blot_____
steed,_stid_____
beg,__bEg_____
bed,__bEd_____
bee,__bi______
psalm,__salm____
light,__lAt_____
bare,__bEr_____
steep,_stip_____
bet,__bEt_____
are,___ar_____
false,__fals____
clip,_klIp_____
fowl,__fWl_____
tide,__tAd_____
have,__h@v_____
need,__nid_____
turn,__t^rn____
she,__Si______
screw,skru______
clove,_klov_____
loupe,__lup_____
mil,__mIl_____
soak,__sok_____
bough,__bW______
mid,__mId_____
mig,__mIg_____
lilt,__lIlt____
lope,__lop_____
which,__wIC_____
chaise,__Sez_____
barn,__barn____
brand,_br@nd____
clash,_kl@S_____
who,__hu______
awn,___an_____
eight,___et_____
vise,__vAs_____
class,_kl@s_____
spleen,splin_____
urn,___^rn____
bred,_brEd_____
dent,__dEnt____
pipe,__pAp_____
brew,_bru______
skunk,_sk^nk____
fact,__f@kt____
son,__s^n_____
qualms,_kw@lmz___
kite,__kAt_____
text,__tEkst___
stove,_stov_____
crate,_kret_____
bring,_brIng____
rouge,__ruZ_____
fear,__fir_____
feat,__fit_____
brink,_brInk____
staff,_st@f_____
taps,__t@ps____
pause,__paz_____
tire,__tAr_____
hops,__haps____
jaw,__Ja______
cache,__k@S_____
jar,__Jar_____
wreak,__rik_____
rash,__r@S_____
bug,__b^g_____
jam,__J@m_____
tape,__tep_____
rasp,__r@sp____
fuel,__fYl_____
jag,__J@g_____
jab,__J@b_____
hope,__hop_____
dodge,__daJ_____
staunch,_stanC____
cube,__kYb_____
starch,_starC____
lobe,__lob_____
beau,__bo______
dope,__dop_____
rush,__r^S_____
bear,__bEr_____
joint,__JOnt____
bean,__bin_____
beak,__bik_____
bead,__bid_____
spur,_sp^r_____
gray,_gre______
course,__kors____
gust,__g^st____
stuff,_st^f_____
gush,__g^S_____
grab,_gr@b_____
fixed,__fIkst___
grad,_gr@d_____
preach,_priC_____
ebb,___Eb_____
frame,_frem_____
shake,__Sek_____
freeze,_friz_____
cole,__kol_____
brunt,_br^nt____
broach,_broC_____
state,_stet_____
sweat,_swEt_____
lug,__l^g_____
crude,_krud_____
bought,__bat_____
ken,__kEn_____
jot,__Jat_____
splurge,spl^rJ____
keg,__kEg_____
joy,__JO______
grasp,_gr@sp____
job,__Jab_____
key,__ki______
jog,__Jag_____
butte,__bYt_____
swift,_swIft____
thumb,__T^m_____
drum,_dr^m_____
sniff,_snIf_____
joke,__Jok_____
ramp,__r@mp____
grain,_gren_____
grail,_grel_____
swim,_swIm_____
puff,__p^f_____
wear,__wEr_____
vent,__vEnt____
wall,__wal_____
ships,__SIps____
walk,__walk____
laugh,__l@f_____
quit,_kwIt_____
tread,_trEd_____
yaw,__ya______
cent,__sEnt____
quiz,_kwIz_____
yam,__y@m_____
gaze,__gez_____
newt,__nut_____
yak,__y@k_____
rump,__r^mp____
waste,__west____
mike,__mAk_____
twinge,_twInJ____
bulk,__b^lk____
tense,__tEns____
bull,__bUl_____
bulb,__b^lb____
plaid,_pl@d_____
veer,__vir_____
wilt,__wIlt____
plain,_plen_____
chalk,__Calk____
fault,__falt____
frappe,_fr@p_____
groin,_grOn_____
snack,_sn@k_____
ripe,__rAp_____
flex,_flEks____
lush,__l^S_____
site,__sAt_____
lust,__l^st____
sheath,__SiT_____
prose,_proz_____
thud,__T^d_____
whore,__hor_____
whirl,__w^rl____
steer,_stir_____
veldt,__vElt____
cross,_kras_____
strange,strenJ____
flour,_flWr_____
inch,___InC____
cream,_krim_____
clothe,_kloD_____
twelfth,_twElfT___
ball,__bal_____
slave,_slev_____
dusk,__d^sk____
bale,__bel_____
bald,__bald____
beast,__bist____
fierce,__firs____
spree,spri______
rift,__rIft____
off,___af_____
well,__wEl_____
thought,__Tat_____
drone,_dron_____
welt,__wElt____
oops,___ups____
oft,___aft____
hale,__hel_____
lest,__lEst____
stout,_stWt_____
less,__lEs_____
oak,___ok_____
wren,__rEn_____
dose,__dos_____
front,_fr^nt____
glum,_gl^m_____
smash,_sm@S_____
tough,__t^f_____
rest,__rEst____
glue,_glu______
dost,__dost____
web,__wEb_____
now,__nW______
spear,_spir_____
wee,__wi______
wed,__wEd_____
flee,_fli______
drunk,_dr^nk____
sky,_skA______
lake,__lek_____
bench,__bEnC____
add,___@d_____
ade,___ed_____
crack,_kr@k_____
ought,___at_____
ski,_ski______
kick,__kIk_____
knob,__nab_____
frieze,_friz_____
boon,__bun_____
fate,__fet_____
taunt,__tant____
crux,_kr^ks____
haul,__hal_____
five,__fAv_____
know,__no______
knot,__nat_____
desk,__dEsk____
press,_prEs_____
tick,__tIk_____
pier,__pir_____
loss,__las_____
trash,_tr@S_____
crisp,_krIsp____
like,__lAk_____
lost,__last____
bulge,__b^lJ____
clown,_klWn_____
heed,__hid_____
lose,__luz_____
chick,__CIk_____
soft,__saft____
page,__peJ_____
heel,__hil_____
shed,__SEd_____
glare,_glEr_____
sleight,_slAt_____
thief,__Tif_____
hail,__hel_____
hair,__hEr_____
growth,_groT_____
flush,_fl^S_____
home,__hom_____
shrug,_Sr^g_____
trust,_tr^st____
leaf,__lif_____
shrub,_Sr^b_____
lead,__lid_____
leak,__lik_____
corpse,__korps___
lean,__lin_____
slide,_slAd_____
shone,__Son_____
stem,_stEm_____
lear,__lir_____
leap,__lip_____
does,__d^z_____
noose,__nus_____
troup,_trup_____
trap,_tr@p_____
hose,__hoz_____
slight,_slAt_____
pear,__pEr_____
mitt,__mIt_____
slant,_sl@nt____
host,__host____
slum,_sl^m_____
mite,__mAt_____
paste,__pest____
slug,_sl^g_____
swept,_swEpt____
stage,_steJ_____
throne,_Tron_____
pike,__pAk_____
throng,_Trang____
rare,__rEr_____
world,__world___
chance,__C@ns____
flake,_flek_____
surge,__s^rJ____
seeds,__sidz____
beige,__beZ_____
tomb,__tum_____
strode,strod_____
tome,__tom_____
owl,___Wl_____
own,___on_____
guard,__gard____
champ,__C@mp____
brush,_br^S_____
mere,__mir_____
muck,__m^k_____
ridge,__rIJ_____
jinx,__Jinks___
whom,__hum_____
slang,_sl@ng____
maze,__mez_____
squeal,skwil_____
chunk,__C^nk____
glib,_glIb_____
buy,__bA______
north,__norT____
shank,__S@nk____
bus,__b^s_____
coke,__kok_____
but,__b^t_____
gait,__get_____
bun,__b^n_____
gain,__gen_____
bum,__b^m_____
grate,_gret_____
ear,___ir_____
eat,___it_____
bud,__b^d_____
count,__kWnt____
made,__med_____
wise,__wAz_____
tab,__t@b_____
wish,__wIS_____
smooth,_smuD_____
flip,_flIp_____
roam,__rom_____
wisp,__wIsp____
cake,__kek_____
piece,__pis_____
what,__w^t_____
pin,__pIn_____
mask,__m@sk____
year,__yir_____
pie,__pA______
dearth,__d^rT____
pig,__pIg_____
twist,_twIst____
inn,___In_____
ink,___Ink____
pip,__pIp_____
pit,__pIt_____
letch,__lEtC____
tyme,__tAm_____
glint,_glInt____
boot,__but_____
old,___old____
book,__bUk_____
boom,__bum_____
ledge,__lEJ_____
lance,__l@ns____
junk,__J^nk____
quartz,_kwortz___
star,_star_____
draught,_dr@ft____
mulch,__m^lC____
june,__Jun_____
flange,_flenJ____
stay,_ste______
stag,_st@g_____
foil,__fOl_____
stab,_st@b_____
squeak,skwik_____
wind,__wInd____
else,___Els____
veil,__vel_____
vein,__ven_____
cliff,_klIf_____
ghost,__gost____
sphinx,_sfinks___
shunt,__S^nt____
yelp,__yElp____
bakes,__beks____
rule,__rul_____
craft,_kr@ft____
yell,__yEl_____
sash,__s@S_____
