,,word
lcnl,5020,stooped
lcnl,5021,stoops
3k,381,stop
lcnl,5023,stopped
lcnl,5024,stops
3k,1758,store
unl,6469,stored
lcnl,5026,stores
3k,1753,stork
lcnl,5028,storks
3k,1761,storm
unl,6394,stormed
lcnl,5030,storms
lcnl,5031,stoup
3k,2688,stout
3k,2539,stove
lcnl,5034,stoves
3k,380,stow
unl,6878,stowe
lcnl,5036,stowed
lcnl,5037,stows
3k,198,strafe
3k,1955,straight
unl,1263,straights
3k,1260,strain
unl,1225,strained
lcnl,5041,strains
3k,1258,strait
lcnl,5043,straits
3k,2127,strand
lcnl,5045,strands
unl,252,strang
3k,2664,strange
3k,86,strap
lcnl,5048,strapped
lcnl,5049,straps
unl,1653,straus
unl,1626,strauss
3k,84,straw
lcnl,5051,straws
3k,83,stray
unl,1825,strayed
unl,1838,strays
3k,882,streak
unl,2958,streaked
lcnl,5054,streaks
3k,886,stream
unl,2831,streamed
lcnl,5056,streams
3k,49,street
lcnl,5058,streets
3k,320,strength
lcnl,5060,strengths
3k,927,stress
unl,2437,stressed
3k,1231,stretch
lcnl,5063,stretched
lcnl,5064,strew
lcnl,5065,strewed
3k,80,strewn
3k,2467,strict
3k,148,stride
lcnl,5069,strides
3k,2043,strife
lcnl,5071,strifes
3k,101,strike
lcnl,5073,strikes
3k,1615,string
unl,4620,stringed
lcnl,5075,strings
3k,1391,strip
3k,1995,stripe
unl,5143,striped
lcnl,5078,stripes
unl,4086,stripped
lcnl,5079,strips
3k,1293,strive
lcnl,5081,strives
lcnl,5082,strobe
3k,2792,strode
3k,891,stroke
unl,7022,stroked
lcnl,5085,strokes
3k,959,stroll
lcnl,5087,strolled
lcnl,5088,strolls
unl,5802,strom
3k,1558,strong
lcnl,5090,strop
lcnl,5091,stropped
lcnl,5092,strops
3k,2365,strove
3k,1315,struck
lcnl,5095,strum
unl,7741,strummed
3k,1529,strung
3k,1844,strut
unl,7175,struts
3k,2424,stub
lcnl,5099,stubbed
unl,7459,stubbs
lcnl,5100,stubs
3k,647,stuck
3k,2426,stud
lcnl,5103,studs
3k,2581,stuff
unl,7751,stuffed
lcnl,5105,stuffs
3k,2463,stump
unl,7286,stumped
lcnl,5107,stumps
lcnl,5108,stun
3k,1323,stung
3k,1321,stunk
lcnl,5111,stunned
lcnl,5112,stuns
3k,2015,stunt
lcnl,5114,stunts
unl,7887,sturm
lcnl,5115,sty
unl,8066,stye
3k,1665,style
unl,8151,styled
lcnl,5117,styles
unl,8098,styx
unl,7155,su
3k,2185,suave
3k,884,sub
lcnl,5120,subs
3k,2462,such
3k,923,suck
lcnl,5123,sucked
lcnl,5124,sucks
unl,7605,sud
3k,1971,suds
3k,332,sue
lcnl,5127,sued
3k,1902,suede
lcnl,5129,suedes
lcnl,5130,sues
3k,2106,suit
3k,1586,suite
lcnl,5133,suites
lcnl,5134,suits
3k,1085,sulk
lcnl,5136,sulked
lcnl,5137,sulks
3k,1541,sum
unl,7586,summed
lcnl,5139,sump
unl,7462,sumps
lcnl,5140,sums
3k,1540,sun
3k,1493,sung
3k,1486,sunk
unl,7558,sunned
lcnl,5144,suns
3k,1546,sup
unl,7266,supped
unl,7855,sur
3k,585,sure
3k,1103,surf
unl,7882,surfed
lcnl,5148,surfs
3k,2788,surge
lcnl,5150,surged
unl,7367,sus
unl,7289,sussed
3k,785,svelte
unl,2331,sven
lcnl,5152,swab
lcnl,5153,swabbed
lcnl,5154,swabs
lcnl,5155,swag
unl,720,swagged
unl,181,swags
lcnl,5156,swain
unl,1076,swains
3k,9,swam
3k,347,swamp
unl,350,swamped
lcnl,5159,swamps
3k,10,swan
3k,953,swank
unl,439,swann
lcnl,5162,swans
3k,12,swap
lcnl,5164,swapped
lcnl,5165,swaps
lcnl,5166,sward
3k,889,swarm
lcnl,5168,swarmed
lcnl,5169,swarms
unl,1323,swart
unl,849,swash
lcnl,5170,swat
lcnl,5171,swatch
3k,1310,swath
unl,361,swathed
unl,296,swathes
lcnl,5173,swaths
3k,17,sway
unl,1844,swayed
lcnl,5175,sways
3k,2333,swear
lcnl,5177,swears
3k,2595,sweat
lcnl,5179,sweats
lcnl,5180,swede
unl,3740,swedes
3k,1914,sweep
lcnl,5182,sweeps
3k,1911,sweet
lcnl,5184,sweets
3k,519,swell
lcnl,5186,swelled
lcnl,5187,swells
3k,2779,swept
3k,1780,swerve
lcnl,5190,swerved
lcnl,5191,swerves
3k,2609,swift
unl,4275,swifts
3k,1989,swig
lcnl,5194,swigs
lcnl,5195,swill
3k,2617,swim
lcnl,5197,swims
3k,1020,swine
3k,1021,swing
lcnl,5200,swinge
lcnl,5201,swings
3k,1735,swipe
unl,5021,swiped
lcnl,5203,swipes
3k,1327,swirl
lcnl,5205,swirled
lcnl,5206,swirls
lcnl,5207,swish
lcnl,5208,swished
unl,3936,swiss
3k,805,switch
unl,3942,switched
lcnl,5210,swoon
unl,6069,swooned
3k,754,swoop
lcnl,5212,swooped
lcnl,5213,swoops
unl,5762,swop
3k,2251,sword
lcnl,5215,swords
3k,907,swore
3k,909,sworn
3k,1223,swum
3k,1782,swung
unl,8128,sykes
lcnl,5220,sylph
lcnl,5221,sylphs
lcnl,5222,sync
unl,8064,synch
unl,8146,syne
unl,11,t
unl,1240,t'ai
lcnl,5223,ta
3k,2826,tab
lcnl,5225,tabs
3k,2345,tack
unl,442,tacked
lcnl,5227,tacks
3k,2343,tact
lcnl,5229,tacts
unl,99,tad
unl,96,taft
3k,2315,tag
lcnl,5231,tagged
lcnl,5232,tags
3k,1496,tail
unl,1241,tailed
lcnl,5234,tails
3k,308,taint
lcnl,5236,taints
unl,689,taj
3k,1099,take
lcnl,5238,takes
lcnl,5239,talc
lcnl,5240,talcs
3k,931,tale
lcnl,5242,tales
3k,937,talk
lcnl,5244,talked
lcnl,5245,talks
3k,935,tall
lcnl,5247,tam
3k,708,tame
unl,2068,tamed
3k,652,tamp
lcnl,5250,tamped
lcnl,5251,tamps
lcnl,5252,tams
3k,2320,tan
3k,487,tang
lcnl,5255,tangs
3k,485,tank
lcnl,5257,tanks
lcnl,5258,tanned
lcnl,5259,tans
unl,1313,tao
lcnl,5260,tap
3k,2558,tape
unl,2042,taped
lcnl,5262,tapes
lcnl,5263,tapped
3k,2547,taps
3k,2270,tar
lcnl,5266,tares
lcnl,5267,tarn
unl,193,tarred
lcnl,5268,tars
3k,1344,tart
unl,1369,tarts
3k,1999,task
lcnl,5271,tasks
3k,1441,taste
lcnl,5273,tastes
unl,668,tat
unl,2000,tate
unl,1922,tates
unl,1622,tau
3k,232,taught
3k,2720,taunt
lcnl,5276,taunts
3k,1645,taut
unl,1723,taw
3k,2284,tax
unl,23,taxed
3k,1525,tea
3k,1721,teach
3k,780,teak
lcnl,5282,teaks
lcnl,5283,teal
lcnl,5284,teals
3k,1713,team
unl,2787,teamed
lcnl,5286,teams
3k,1685,tear
lcnl,5288,tears
lcnl,5289,teas
3k,1374,tease
lcnl,5291,teased
lcnl,5292,teat
lcnl,5293,teats
3k,2150,tech
unl,2717,ted
3k,1527,tee
unl,3195,teed
lcnl,5296,teem
lcnl,5297,teemed
lcnl,5298,teems
lcnl,5299,teen
3k,1197,teens
lcnl,5301,tees
3k,725,teeth
unl,2735,tel
3k,103,tell
lcnl,5304,tells
unl,2480,tem
lcnl,5305,temp
3k,2438,tempt
unl,2743,tempts
3k,277,ten
unl,2477,tench
3k,1141,tend
lcnl,5309,tends
lcnl,5310,tens
3k,2639,tense
unl,2354,tensed
3k,1506,tent
3k,2417,tenth
lcnl,5314,tenths
lcnl,5315,tents
lcnl,5316,term
unl,3501,termed
3k,422,terms
lcnl,5318,tern
lcnl,5319,terns
unl,3601,terre
3k,1217,terse
unl,2349,tess
3k,703,test
lcnl,5322,tests
unl,2346,tex
3k,2538,text
lcnl,5324,texts
unl,1230,thai
unl,1087,thais
unl,1967,thames
3k,1066,than
unl,2147,thane
unl,1907,thanes
3k,955,thank
lcnl,5327,thanked
lcnl,5328,thanks
3k,322,that
lcnl,5330,thatch
unl,551,thatched
3k,1422,thaw
lcnl,5332,thawed
lcnl,5333,thaws
3k,533,the
3k,2338,thee
3k,1847,theft
lcnl,5337,thefts
3k,2472,their
lcnl,5339,theirs
3k,203,them
3k,2273,theme
lcnl,5342,themes
3k,202,then
3k,2373,thence
3k,1403,there
unl,3586,there'll
unl,3589,there've
lcnl,5346,therm
3k,1245,these
3k,211,they
unl,3693,they'll
unl,3694,they've
3k,271,thick
3k,2746,thief
lcnl,5351,thieve
unl,4735,thieved
lcnl,5352,thieves
3k,2361,thigh
lcnl,5354,thighs
3k,2296,thin
3k,1719,thine
3k,1017,thing
lcnl,5358,things
3k,1025,think
lcnl,5360,thinks
unl,4652,thinned
unl,4300,thins
3k,170,third
lcnl,5362,thirds
3k,996,thirst
lcnl,5364,thirsts
3k,2211,this
lcnl,5366,tho
3k,999,thong
lcnl,5368,thongs
unl,6397,thor
3k,1471,thorn
unl,6322,thorne
lcnl,5370,thorns
unl,6412,thorp
unl,6441,thorpe
3k,1497,those
3k,1900,thou
3k,1179,though
3k,2681,thought
unl,6672,thoughts
lcnl,5375,thrall
3k,494,thrash
lcnl,5377,thrashed
3k,1727,thread
lcnl,5379,threads
3k,1729,threat
lcnl,5381,threats
3k,461,three
lcnl,5383,threes
lcnl,5384,thresh
lcnl,5385,threshed
3k,469,threw
3k,1008,thrice
3k,1560,thrift
lcnl,5389,thrifts
3k,2400,thrill
unl,3926,thrilled
lcnl,5391,thrills
unl,4651,thrips
3k,2331,thrive
lcnl,5393,thrived
lcnl,5394,thrives
3k,1359,throat
lcnl,5396,throats
lcnl,5397,throb
lcnl,5398,throbbed
lcnl,5399,throbs
3k,2420,throes
3k,2781,throne
lcnl,5402,thrones
3k,2783,throng
unl,5675,thronged
lcnl,5404,throngs
3k,1563,through
unl,7082,throve
3k,1371,throw
3k,1726,thrown
lcnl,5408,throws
3k,860,thru
lcnl,5410,thrum
unl,7211,thrummed
unl,7245,thrums
3k,2432,thrush
3k,193,thrust
lcnl,5413,thrusts
3k,2658,thud
lcnl,5415,thuds
3k,1105,thug
lcnl,5417,thugs
3k,2610,thumb
unl,7180,thumbed
lcnl,5419,thumbs
3k,960,thump
lcnl,5421,thumped
lcnl,5422,thumps
3k,1580,thus
3k,2289,thwack
unl,386,thwacked
lcnl,5425,thwacks
3k,2412,thwart
unl,1339,thwarts
3k,548,thy
lcnl,5428,thyme
lcnl,5429,thymes
lcnl,5430,ti
lcnl,5431,tic
3k,2728,tick
lcnl,5433,ticked
cdi,276,tickle
lcnl,5434,ticks
lcnl,5435,tics
3k,2502,tide
lcnl,5437,tides
3k,704,tie
3k,2344,tied
lcnl,5440,tier
unl,4755,tiered
lcnl,5441,tiers
lcnl,5442,ties
lcnl,5443,tiff
lcnl,5444,tiffs
3k,1454,tight
lcnl,5446,tights
lcnl,5447,tike
unl,3909,til
3k,908,tile
unl,4964,tiled
lcnl,5449,tiles
3k,844,till
unl,4594,tilled
unl,4466,tills
3k,901,tilt
lcnl,5452,tilth
unl,4196,tilts
unl,4410,tim
3k,2473,time
unl,5149,timed
3k,141,times
unl,4191,timms
3k,700,tin
lcnl,5456,tine
lcnl,5457,tines
unl,4058,ting
lcnl,5458,tinge
unl,3751,tinged
unl,4380,tinned
lcnl,5459,tins
3k,456,tint
lcnl,5461,tints
3k,698,tip
unl,4435,tipped
lcnl,5463,tips
3k,2549,tire
lcnl,5465,tired
lcnl,5466,tires
lcnl,5467,tit
lcnl,5468,tithe
lcnl,5469,tithes
lcnl,5470,tits
lcnl,5471,to
3k,710,toad
lcnl,5473,toads
3k,364,toast
lcnl,5475,toasts
unl,5547,tod
unl,5804,todd
3k,284,toe
unl,5939,toed
3k,405,toes
lcnl,5478,toff
3k,283,tog
unl,5299,togs
3k,2005,toil
unl,6002,toiled
lcnl,5481,toils
3k,60,told
3k,2434,toll
unl,5408,tolled
lcnl,5484,tolls
lcnl,5485,tom
3k,2791,tomb
lcnl,5487,tombs
3k,2793,tome
lcnl,5489,tomes
unl,5401,toms
3k,280,ton
3k,447,tone
unl,7086,toned
lcnl,5492,tones
3k,1519,tong
lcnl,5494,tongs
3k,2350,tongue
unl,5203,tongued
lcnl,5496,tongues
unl,5699,tonne
unl,5765,tonnes
lcnl,5497,tons
3k,281,too
3k,287,took
3k,1803,tool
lcnl,5501,tools
3k,288,toot
3k,1122,tooth
unl,6070,toothed
unl,6176,toots
3k,1732,top
lcnl,5505,tope
unl,5264,topped
lcnl,5506,tops
unl,5303,toque
lcnl,5507,tor
3k,985,torch
unl,6318,torched
3k,951,tore
3k,957,torn
3k,1939,torque
lcnl,5512,torques
lcnl,5513,tors
lcnl,5514,tort
lcnl,5515,torts
lcnl,5516,tosh
3k,683,toss
lcnl,5518,tossed
lcnl,5519,tot
3k,1354,tote
unl,6949,totes
lcnl,5521,tots
3k,1303,touch
unl,6491,touche
lcnl,5523,touched
3k,2696,tough
unl,6524,toughs
3k,1212,tour
unl,6712,toured
lcnl,5526,tours
3k,1213,tout
3k,279,tow
lcnl,5529,towed
3k,1590,town
lcnl,5531,towns
lcnl,5532,tows
3k,276,toy
unl,6899,toyed
lcnl,5534,toys
3k,592,trace
lcnl,5536,traced
3k,1109,track
unl,86,tracked
lcnl,5538,tracks
3k,1114,tract
lcnl,5540,tracts
3k,1656,trade
lcnl,5542,trades
3k,207,trail
unl,1112,trailed
lcnl,5544,trails
3k,2287,train
lcnl,5546,trained
lcnl,5547,trains
unl,1223,traipse
3k,2148,trait
lcnl,5549,traits
lcnl,5550,tram
3k,195,tramp
lcnl,5552,tramped
lcnl,5553,tramps
unl,838,trams
3k,1792,trance
3k,2768,trap
unl,538,trapp
unl,325,trapped
lcnl,5556,traps
3k,2731,trash
unl,1764,trawl
unl,1701,trawled
unl,1713,trawls
3k,2409,tray
lcnl,5559,trays
3k,2626,tread
lcnl,5561,treads
3k,1415,treat
lcnl,5563,treats
3k,296,tree
lcnl,5565,trees
lcnl,5566,trek
unl,2212,trekked
lcnl,5567,treks
3k,238,trench
unl,2209,trenched
3k,793,trend
lcnl,5570,trends
unl,2755,trent
lcnl,5571,tress
3k,837,trial
lcnl,5573,trials
3k,1388,tribe
lcnl,5575,tribes
unl,4945,trice
3k,1250,trick
unl,4193,tricked
lcnl,5577,tricks
3k,1630,tried
unl,4758,trier
lcnl,5579,tries
3k,684,trig
lcnl,5581,trigs
lcnl,5582,trike
3k,792,trill
unl,4642,trilled
lcnl,5584,trills
3k,680,trim
lcnl,5586,trimmed
lcnl,5587,trims
3k,1791,trip
3k,1431,tripe
lcnl,5590,tripes
unl,4015,tripped
lcnl,5591,trips
unl,4078,trish
3k,600,trite
unl,5543,trod
unl,6035,trois
3k,992,troll
unl,5803,trolled
lcnl,5594,trolls
3k,392,troop
unl,6092,trooped
lcnl,5596,troops
3k,808,trot
lcnl,5598,troth
lcnl,5599,trots
3k,2200,trough
lcnl,5601,troughs
lcnl,5602,trounce
unl,6627,trounced
3k,2767,troup
3k,716,troupe
unl,6604,troupes
3k,2214,trout
lcnl,5606,trouts
lcnl,5607,trove
lcnl,5608,troy
3k,936,truce
3k,2090,truck
unl,7651,trucked
lcnl,5611,trucks
lcnl,5612,trudge
lcnl,5613,trudged
3k,668,true
3k,885,trump
lcnl,5616,trumped
lcnl,5617,trumps
3k,1557,trunk
lcnl,5619,trunks
lcnl,5620,truss
unl,7711,trussed
3k,2753,trust
lcnl,5622,trusts
3k,2407,truth
lcnl,5624,truths
3k,2210,try
3k,1812,tryst
lcnl,5627,trysts
unl,1234,tsai
3k,1094,tsar
lcnl,5629,tsars
3k,1228,tub
3k,2176,tube
lcnl,5632,tubes
lcnl,5633,tubs
3k,1211,tuck
lcnl,5635,tucked
lcnl,5636,tucks
lcnl,5637,tues
unl,7709,tuff
lcnl,5638,tuft
lcnl,5639,tufts
3k,1207,tug
lcnl,5641,tugged
lcnl,5642,tugs
lcnl,5643,tulle
unl,7348,tum
lcnl,5644,tun
3k,527,tune
unl,8007,tuned
lcnl,5646,tunes
lcnl,5647,tuns
lcnl,5648,turd
unl,7871,turds
3k,1022,turf
lcnl,5650,turfs
unl,7923,turk
unl,7890,turks
3k,2505,turn
lcnl,5652,turned
lcnl,5653,turns
lcnl,5654,tush
3k,755,tusk
lcnl,5656,tusks
unl,7152,tut
lcnl,5657,tux
3k,713,twain
unl,245,twang
unl,978,twanged
unl,288,twas
lcnl,5659,twat
unl,2823,tweak
unl,2821,tweaked
3k,119,tweed
lcnl,5661,tweeds
unl,3188,tween
lcnl,5662,tweet
lcnl,5663,tweets
3k,2669,twelfth
lcnl,5665,twelfths
3k,1347,twelve
unl,2665,twelves
unl,3562,twerp
3k,2421,twice
lcnl,5668,twig
lcnl,5669,twigs
unl,4010,twill
unl,4267,twilled
3k,1339,twin
lcnl,5671,twine
unl,5044,twined
unl,4946,twines
3k,2637,twinge
unl,4187,twinged
lcnl,5673,twins
lcnl,5674,twirl
lcnl,5675,twirled
lcnl,5676,twirls
3k,2841,twist
lcnl,5678,twists
lcnl,5679,twit
3k,620,twitch
lcnl,5681,twitched
3k,1285,two
lcnl,5683,twos
lcnl,5684,tyke
lcnl,5685,tykes
3k,2847,tyme
unl,8141,tyne
3k,102,type
unl,8143,typed
lcnl,5687,types
unl,8122,tyre
unl,8118,tyred
unl,8120,tyres
unl,7354,u
unl,7413,ugh
unl,7160,uh
unl,7187,um
lcnl,5688,ump
lcnl,5689,umps
lcnl,5690,up
unl,7578,upped
unl,7661,ups
3k,1104,urge
lcnl,5692,urged
lcnl,5693,urges
3k,2528,urn
lcnl,5695,urns
lcnl,5696,us
3k,918,use
lcnl,5698,used
lcnl,5699,uses
unl,7433,ut
unl,1,v
lcnl,5700,vague
3k,449,vail
3k,450,vain
unl,968,val
3k,1553,vale
lcnl,5704,vales
lcnl,5705,valse
3k,2422,valve
lcnl,5707,valves
3k,1868,vamp
lcnl,5709,vamps
3k,2440,van
unl,861,vance
lcnl,5711,vane
lcnl,5712,vanes
lcnl,5713,vans
3k,27,vase
lcnl,5715,vases
3k,33,vast
lcnl,5717,vat
lcnl,5718,vats
unl,1664,vaughan
unl,1661,vaughn
3k,1905,vault
lcnl,5720,vaults
lcnl,5721,vaunt
3k,1801,veal
lcnl,5723,veals
unl,3325,vee
3k,2643,veer
lcnl,5725,veered
lcnl,5726,veers
unl,2499,veg
3k,2869,veil
unl,3457,veiled
lcnl,5728,veils
3k,2870,vein
unl,3441,veined
lcnl,5730,veins
lcnl,5731,veld
3k,2662,veldt
lcnl,5733,vend
unl,2625,venn
3k,2620,vent
lcnl,5735,vents
3k,175,verb
lcnl,5737,verbs
unl,3495,verde
unl,3541,verdes
unl,3593,vere
3k,845,verge
unl,3568,verged
unl,3542,verne
3k,1311,verse
lcnl,5740,versed
3k,721,verve
3k,1256,vest
lcnl,5743,vests
3k,744,vet
lcnl,5745,vetch
lcnl,5746,vets
3k,752,vex
lcnl,5748,vexed
unl,3826,vi
unl,5045,vibes
unl,4532,vic
3k,822,vice
3k,1565,vie
lcnl,5751,vied
unl,3609,vieux
3k,1024,view
unl,3642,viewed
lcnl,5753,views
3k,1483,vile
lcnl,5755,vim
unl,4036,vin
unl,4579,vince
3k,1866,vine
lcnl,5757,vines
3k,2525,vise
lcnl,5759,vises
unl,4314,viv
unl,4935,vive
lcnl,5760,vogue
lcnl,5761,vogues
3k,2321,voice
unl,5991,voiced
3k,23,void
lcnl,5764,voids
lcnl,5765,voile
lcnl,5766,voiles
lcnl,5767,vole
lcnl,5768,voles
3k,2261,volt
lcnl,5770,volts
unl,5386,von
unl,5459,voss
3k,1034,vote
lcnl,5772,voted
lcnl,5773,votes
3k,2482,vouch
lcnl,5775,vouched
3k,131,vow
lcnl,5777,vowed
lcnl,5778,vows
lcnl,5779,vox
cdi,4,vroom
unl,7246,vu
3k,1210,vue
3k,643,wad
3k,1392,wade
lcnl,5782,wades
unl,935,wads
lcnl,5783,waft
unl,170,wafts
3k,642,wag
3k,2018,wage
unl,1906,waged
lcnl,5786,wages
lcnl,5787,wagged
lcnl,5788,wags
unl,1062,wah
lcnl,5789,waif
lcnl,5790,waifs
3k,813,wail
lcnl,5792,wailed
lcnl,5793,wails
unl,1083,wain
3k,2485,waist
lcnl,5795,waists
3k,827,wait
unl,1129,waite
lcnl,5797,waits
3k,241,waive
lcnl,5799,waived
lcnl,5800,waives
3k,1239,wake
unl,1998,waked
lcnl,5802,wakes
unl,931,wal
unl,2099,wale
lcnl,5803,wales
3k,2623,walk
lcnl,5805,walked
lcnl,5806,walks
3k,2621,wall
unl,301,walled
lcnl,5808,walls
unl,747,walsh
unl,18,walt
3k,379,waltz
unl,272,waltzed
3k,638,wan
3k,136,wand
lcnl,5812,wands
3k,1289,wane
lcnl,5814,waned
lcnl,5815,wanes
unl,778,wang
lcnl,5816,wank
3k,139,want
lcnl,5818,wants
3k,654,war
3k,235,ward
lcnl,5821,wards
3k,745,ware
lcnl,5823,wares
3k,113,warm
unl,1437,warmed
unl,1402,warms
3k,781,warmth
3k,718,warn
lcnl,5827,warned
lcnl,5828,warns
3k,1180,warp
lcnl,5830,warped
lcnl,5831,warps
unl,436,warred
lcnl,5832,wars
3k,107,wart
lcnl,5834,warts
3k,653,was
3k,1492,wash
lcnl,5837,washed
3k,266,wasp
lcnl,5839,wasps
unl,933,wast
3k,2635,waste
lcnl,5841,wastes
3k,2341,watch
lcnl,5843,watched
cdi,157,water 
3k,2097,watt
lcnl,5845,watts
unl,1665,waugh
3k,2197,wave
unl,1873,waved
lcnl,5847,waves
3k,1060,wax
unl,267,waxed
3k,649,way
unl,1848,wayne
3k,1192,ways
lcnl,5850,we
unl,2321,we'll
unl,2387,we've
3k,424,weak
lcnl,5852,weal
unl,2971,weald
3k,851,wealth
lcnl,5854,wealths
lcnl,5855,wean
lcnl,5856,weaned
lcnl,5857,weans
3k,2619,wear
lcnl,5859,wears
3k,1287,weave
lcnl,5861,weaves
3k,2700,web
unl,2554,webb
unl,2508,webbed
lcnl,5863,webs
3k,2704,wed
3k,2302,wedge
unl,2693,wedged
lcnl,5866,weds
3k,2703,wee
3k,1282,weed
lcnl,5869,weeds
3k,1275,week
lcnl,5871,weeks
unl,3341,ween
3k,1286,weep
lcnl,5873,weeps
lcnl,5874,weft
unl,2500,wefts
3k,1825,weigh
unl,3470,weighed
unl,3472,weighs
3k,1691,weight
lcnl,5877,weights
lcnl,5878,weir
3k,407,weird
unl,3490,weirs
unl,3451,weiss
3k,89,welch
3k,1765,weld
lcnl,5882,welds
3k,2680,well
unl,2673,welled
unl,2571,welles
unl,2362,wells
lcnl,5884,welsh
3k,2683,welt
lcnl,5886,welts
lcnl,5887,wen
lcnl,5888,wench
lcnl,5889,wend
unl,2722,wends
lcnl,5890,wens
3k,222,went
3k,40,wept
3k,1070,were
unl,3531,wert
3k,1232,west
unl,2573,wests
3k,1940,wet
unl,2357,wets
3k,18,whack
lcnl,5897,whacked
lcnl,5898,whacks
lcnl,5899,whale
unl,2057,whales
lcnl,5900,wham
unl,372,whams
3k,2304,wharf
unl,1441,wharfs
lcnl,5902,wharves
3k,2834,what
unl,702,whats
3k,1364,wheat
lcnl,5905,wheats
unl,3221,whee
3k,227,wheel
unl,3205,wheeled
lcnl,5907,wheels
lcnl,5908,wheeze
lcnl,5909,wheezed
unl,2689,whelk
unl,2555,whelks
3k,1913,whelp
unl,2314,whelped
lcnl,5911,whelps
3k,1297,when
3k,1381,whence
3k,1183,where
lcnl,5915,whet
unl,2525,whets
unl,3638,whew
lcnl,5916,whey
lcnl,5917,wheys
3k,2517,which
3k,250,whiff
unl,4447,whiffed
lcnl,5920,whiffs
3k,230,whig
lcnl,5922,whigs
3k,55,while
unl,5113,whiled
unl,4937,whiles
unl,4094,whilst
3k,229,whim
lcnl,5925,whims
lcnl,5926,whin
3k,1562,whine
lcnl,5928,whined
lcnl,5929,whines
3k,236,whip
lcnl,5931,whipped
lcnl,5932,whips
3k,2399,whir
3k,2660,whirl
lcnl,5935,whirled
lcnl,5936,whirls
unl,4474,whirr
unl,4322,whirred
lcnl,5937,whirs
lcnl,5938,whisk
lcnl,5939,whisked
lcnl,5940,whisks
lcnl,5941,whist
3k,2372,whit
3k,1050,white
unl,4903,whites
lcnl,5944,whits
3k,233,whiz
lcnl,5946,whizes
unl,3863,whizz
lcnl,5947,whizzed
3k,2522,who
unl,5214,who'll
unl,5799,who've
unl,5864,whoa
3k,1907,whole
unl,7085,wholes
3k,2803,whom
3k,2460,whoop
unl,6060,whooped
lcnl,5952,whoops
3k,242,whoosh
unl,6274,whooshed
lcnl,5954,whop
3k,2659,whore
lcnl,5956,whores
3k,1098,whorl
lcnl,5958,whorls
3k,8,whose
3k,711,why
lcnl,5961,whys
3k,32,wick
lcnl,5963,wicks
3k,1067,wide
3k,1044,width
lcnl,5966,widths
3k,1570,wield
unl,4667,wields
3k,1470,wife
3k,2255,wig
unl,3836,wigged
lcnl,5970,wight
lcnl,5971,wights
lcnl,5972,wigs
3k,1555,wild
unl,4245,wilde
unl,4016,wilds
lcnl,5974,wile
lcnl,5975,wiles
unl,4337,wilkes
unl,4635,wilks
3k,1535,will
lcnl,5977,willed
lcnl,5978,wills
3k,2644,wilt
lcnl,5980,wilts
unl,4449,wimp
3k,2258,win
lcnl,5982,wince
lcnl,5983,winced
lcnl,5984,winch
3k,2867,wind
lcnl,5986,winds
3k,181,wine
unl,4949,wined
lcnl,5988,wines
3k,179,wing
unl,3828,winged
lcnl,5990,wings
3k,174,wink
lcnl,5992,winked
lcnl,5993,winks
lcnl,5994,wins
3k,2203,wipe
lcnl,5996,wiped
lcnl,5997,wipes
3k,1113,wire
unl,4881,wired
lcnl,5999,wires
3k,2825,wise
3k,2827,wish
lcnl,6002,wished
3k,2831,wisp
lcnl,6004,wisps
3k,2262,wit
3k,820,witch
3k,1237,with
unl,3855,withe
lcnl,6006,wits
lcnl,6010,wives
3k,1884,woe
lcnl,6012,woes
unl,5392,wok
3k,1932,woke
unl,5433,woks
unl,5204,wold
3k,1382,wolf
unl,5442,wolfe
unl,5350,wolfed
unl,5482,wolff
lcnl,6015,wolves
3k,1549,womb
lcnl,6017,wombs
3k,1883,won
unl,5278,wong
3k,976,wont
3k,1882,woo
3k,1158,wood
lcnl,6022,woods
lcnl,6023,wooed
lcnl,6024,woof
lcnl,6025,woofs
3k,1163,wool
unl,6249,woolf
lcnl,6027,wools
lcnl,6028,woos
3k,768,word
lcnl,6030,words
3k,2088,wore
3k,2138,work
unl,6344,worked
lcnl,6033,works
3k,2785,world
lcnl,6035,worlds
3k,128,worm
unl,6338,wormed
lcnl,6037,worms
3k,798,worn
3k,1503,worse
3k,178,worst
lcnl,6041,wort
3k,130,worth
unl,6334,worths
unl,5682,wot
3k,95,would
unl,6687,wouldst
3k,512,wound
lcnl,6045,wounds
3k,2136,wove
3k,1880,wow
lcnl,6048,wows
3k,2046,wrack
unl,66,wracked
lcnl,6050,wraith
lcnl,6051,wraiths
3k,988,wrap
lcnl,6053,wrapped
lcnl,6054,wraps
3k,1043,wrath
lcnl,6056,wraths
3k,2554,wreak
unl,2963,wreaked
unl,2995,wreaks
3k,1893,wreath
lcnl,6059,wreathe
unl,3060,wreathed
lcnl,6060,wreaths
3k,54,wreck
lcnl,6062,wrecked
lcnl,6063,wrecks
3k,2691,wren
lcnl,6065,wrench
lcnl,6066,wrenched
lcnl,6067,wrens
3k,401,wrest
lcnl,6069,wrests
3k,2288,wretch
lcnl,6071,wright
unl,4791,wrights
3k,2471,wring
unl,4637,wrings
3k,2346,wrist
lcnl,6074,wrists
3k,2359,writ
3k,2370,write
lcnl,6077,writes
3k,2480,writhe
lcnl,6079,writhed
lcnl,6080,writhes
lcnl,6081,writs
